id,year,platform,publisher,genre,na_sales,eu_sales,jp_sales,ot_sales,gb_sales
3777,2007,7,9,9,0.13,0,0,0.39,0.52
3778,2001,13,55,4,0.29,0.2,0,0.03,0.52
3779,2007,5,8,1,0.47,0,0,0.04,0.52
3780,2001,13,4,7,0.29,0.2,0,0.03,0.52
3781,2009,4,18,7,0.44,0.04,0,0.04,0.52
3782,2002,7,15,9,0.18,0.14,0.16,0.05,0.52
3783,2005,7,8,5,0.26,0.2,0,0.07,0.52
3784,2002,14,8,1,0.39,0.11,0,0.02,0.52
3785,2008,6,161,9,0.18,0.08,0.22,0.04,0.52
3786,2008,6,8,1,0.46,0,0.02,0.04,0.52
3787,2011,6,77,4,0.35,0.12,0,0.06,0.52
3788,2000,13,40,10,0.29,0.2,0,0.03,0.52
3789,1993,2,13,2,0.28,0.07,0.16,0.01,0.52
3790,1999,13,53,9,0.29,0.2,0,0.03,0.52
3791,2014,10,17,4,0.15,0.07,0.28,0.02,0.52
3792,1998,13,13,10,0.12,0.08,0.28,0.03,0.52
3793,2008,1,3,9,0.17,0.29,0,0.06,0.52
3794,2009,5,12,8,0.23,0.24,0,0.05,0.52
3795,2012,23,4,9,0.26,0.15,0.01,0.1,0.52
3796,2007,6,29,9,0.09,0.32,0,0.11,0.52
3797,2010,1,32,6,0.46,0.02,0,0.03,0.52
3798,2008,6,5,9,0.21,0.21,0,0.09,0.52
3799,2000,7,8,1,0.17,0.13,0.18,0.04,0.52
3800,2003,7,9,1,0,0,0.52,0,0.52
3801,2006,7,22,9,0.25,0.19,0.02,0.06,0.52
3802,2007,1,29,9,0.44,0.04,0,0.04,0.52
3803,2003,7,8,7,0.25,0.2,0,0.07,0.52
3804,2005,14,5,7,0.38,0.12,0,0.02,0.52
3805,2005,9,32,11,0.37,0.14,0,0.01,0.52
3806,2007,6,4,9,0.36,0.04,0.08,0.04,0.52
3807,2006,6,8,1,0.47,0,0.01,0.04,0.52
3808,2005,7,29,9,0.25,0.2,0,0.07,0.52
3809,1999,13,10,12,0.1,0.07,0.31,0.03,0.52
3810,2006,4,1,6,0,0,0.52,0,0.52
3811,2005,7,8,1,0.25,0.2,0,0.07,0.52
3812,2002,9,5,1,0.37,0.14,0,0.01,0.52
3813,2004,9,8,9,0.37,0.14,0,0.01,0.52
3814,2007,4,6,6,0.48,0,0,0.04,0.52
3815,1999,13,4,7,0.17,0.11,0.2,0.03,0.52
3816,2006,15,8,8,0.46,0.05,0,0,0.52
3817,2008,4,9,9,0.35,0.12,0,0.05,0.52
3818,2002,14,9,1,0.38,0.11,0,0.02,0.52
3819,2001,13,8,1,0.29,0.19,0,0.03,0.52
3820,2002,7,4,6,0.25,0.2,0,0.07,0.52
3821,2007,1,6,6,0.46,0.02,0,0.04,0.51
3822,2002,7,22,9,0.13,0.1,0.25,0.03,0.51
3823,2009,15,8,4,0,0.46,0,0.06,0.51
3824,2013,5,26,10,0.29,0.17,0.01,0.04,0.51
3825,2001,7,4,6,0.25,0.2,0,0.07,0.51
3826,2014,18,20,9,0.34,0.13,0,0.04,0.51
3827,2010,17,17,4,0.13,0.07,0.27,0.05,0.51
3828,2010,6,6,9,0.17,0.25,0,0.09,0.51
3829,1996,13,15,1,0.08,0.05,0.35,0.03,0.51
3830,2009,4,6,5,0.35,0.12,0,0.04,0.51
3831,2002,7,162,3,0.25,0.2,0,0.07,0.51
3832,2015,15,5,12,0.18,0.29,0,0.04,0.51
3833,2012,5,8,1,0.29,0.18,0,0.04,0.51
3834,2009,17,26,10,0.12,0.2,0.07,0.12,0.51
3835,2009,5,8,9,0.26,0.21,0,0.05,0.51
3836,2014,11,17,4,0.17,0.23,0.02,0.09,0.51
3837,2009,1,15,1,0.12,0.27,0.06,0.05,0.51
3838,2011,5,5,7,0.25,0.21,0,0.05,0.51
3839,2008,4,1,6,0,0,0.51,0,0.51
3840,2003,19,8,1,0.4,0.1,0,0.01,0.51
3841,2003,7,15,1,0,0,0.51,0,0.51
3842,2000,7,29,4,0.25,0.2,0,0.07,0.51
3843,1997,13,118,1,0.28,0.19,0,0.03,0.51
3844,2006,17,8,1,0.47,0,0,0.04,0.51
3845,2008,1,9,1,0.46,0.01,0,0.04,0.51
3846,2007,1,1,12,0.28,0.03,0.17,0.03,0.51
3847,2004,17,49,9,0.18,0.01,0.3,0.02,0.51
3848, Camera, Pants!,2005,9,0.37,0.14,0,0.01,0.51
3849,2009,5,26,10,0.36,0.09,0.02,0.04,0.51
3850,1999,12,29,6,0.41,0.09,0,0.01,0.51
3851,1985,2,1,2,0,0,0.51,0,0.51
3852,1999,12,15,1,0.01,0.26,0.22,0.02,0.51
3853,2010,5,3,1,0.47,0,0,0.04,0.51
3854,2009,4,5,9,0.33,0.13,0,0.05,0.51
3855, PS3, & PC Versions),2010,6,0.24,0.19,0,0.08,0.51
3856,2006,1,29,2,0.45,0.02,0,0.04,0.51
3857,2008,6,6,9,0.19,0.23,0,0.09,0.51
3858,2003,14,8,1,0.44,0.04,0,0.02,0.51
3859,1996,13,58,12,0,0,0.48,0.03,0.51
3860,2002,9,29,2,0.37,0.14,0,0.01,0.51
3861,2006,5,29,10,0.44,0.03,0,0.04,0.51
3862,2006,7,26,8,0.15,0.12,0.2,0.04,0.51
3863,2010,6,6,12,0.18,0.22,0.02,0.09,0.51
3864,2008,6,17,4,0.32,0.04,0.11,0.04,0.51
3865,2007,17,11,3,0.08,0.28,0,0.15,0.51
3866,2015,20,20,9,0.3,0.16,0,0.05,0.51
3867,2007,4,1,5,0.17,0.02,0.3,0.02,0.51
3868,2007,17,17,4,0.36,0.03,0.07,0.04,0.51
3869,2006,7,8,1,0.42,0.02,0,0.07,0.51
3870,2009,17,8,9,0.18,0.21,0,0.12,0.51
3871,2016,18,2,9,0.27,0.19,0.01,0.04,0.51
3872,2010,1,3,9,0.47,0.01,0,0.03,0.51
3873,2004,14,68,6,0.37,0.11,0,0.02,0.51
3874,2007,7,3,1,0.25,0.19,0,0.06,0.51
3875,2000,26,10,4,0,0,0.51,0,0.51
3876,2006,5,8,3,0.42,0.05,0,0.04,0.51
3877,2015,11,8,9,0.18,0.24,0,0.08,0.51
3878,2008,15,142,8,0,0.42,0,0.09,0.51
3879,2004,9,11,10,0.36,0.13,0,0.01,0.51
3880,2012,15,7,9,0.26,0.19,0,0.06,0.51
3881,2007,4,29,8,0.46,0.01,0,0.04,0.51
3882,2004,14,40,1,0.37,0.11,0,0.02,0.51
3883,2004,7,15,9,0.25,0.19,0,0.06,0.51
3884,1988,16,5,7,0.47,0.03,0,0.01,0.51
3885,2005,7,13,6,0.22,0.17,0.05,0.06,0.51
3886,2015,18,5,6,0.29,0.17,0,0.05,0.51
3887,2014,6,7,7,0.14,0.25,0.02,0.09,0.51
3888,2002,7,53,6,0.25,0.19,0,0.06,0.51
3889,2009,4,96,11,0.12,0.33,0,0.06,0.51
3890,1997,13,4,1,0.28,0.19,0,0.03,0.51
3891,2004,9,29,9,0.36,0.13,0,0.01,0.5
3892,2012,5,36,3,0.1,0.35,0,0.06,0.5
3893,2008,5,8,1,0.45,0.01,0,0.04,0.5
3894,2006,7,9,3,0.42,0.02,0,0.07,0.5
3895,2003,7,20,2,0.25,0.19,0,0.06,0.5
3896,1983,16,11,9,0.47,0.03,0,0.01,0.5
3897,2011,5,8,11,0.27,0.15,0.04,0.04,0.5
3898,2011,5,15,9,0.1,0.34,0,0.07,0.5
3899,2006,6,8,1,0.31,0.12,0,0.07,0.5
3900,2003,14,3,3,0.42,0.06,0,0.02,0.5
3901,2009,6,132,4,0.22,0.12,0.11,0.05,0.5
3902,2011,6,13,4,0,0,0.5,0,0.5
3903,2005,4,11,10,0.14,0.02,0.32,0.02,0.5
3904,2006,19,29,11,0.39,0.1,0,0.01,0.5
3905,2001,13,29,6,0.28,0.19,0,0.03,0.5
3906,2001,7,21,9,0.25,0.19,0,0.06,0.5
3907,2006,7,22,9,0.25,0.19,0,0.06,0.5
3908,2008,7,32,6,0.25,0.19,0,0.06,0.5
3909,1982,16,5,7,0.47,0.03,0,0.01,0.5
3910,2002,7,5,6,0.25,0.19,0,0.06,0.5
3911,2008,7,24,2,0.25,0.19,0,0.06,0.5
3912,2015,5,3,1,0.27,0.19,0,0.04,0.5
3913,2014,5,20,9,0.2,0.26,0,0.04,0.5
3914,2010,1,12,8,0.34,0.12,0,0.04,0.5
3915,2007,1,8,6,0.43,0.03,0,0.04,0.5
3916,2012,10,17,6,0.22,0.07,0.18,0.02,0.5
3917,2011,6,132,10,0.27,0.11,0.07,0.05,0.5
3918,2006,1,8,1,0.46,0,0,0.04,0.5
3919,2000,12,29,9,0.4,0.09,0,0.01,0.5
3920,2007,5,15,8,0.46,0.01,0,0.04,0.5
3921,2002,7,5,8,0.24,0.19,0,0.06,0.5
3922,2001,9,1,4,0.13,0.05,0.31,0.01,0.5
3923,2011,1,1,6,0.27,0.04,0.17,0.02,0.5
3924,2004,7,58,12,0,0,0.5,0,0.5
3925,2010,4,32,11,0.27,0.18,0,0.05,0.5
3926,2007,5,8,1,0.45,0.01,0,0.04,0.5
3927,2004,4,5,9,0.41,0.02,0.03,0.04,0.5
3928,1995,13,163,1,0.28,0.19,0,0.03,0.5
3929,2004,14,49,10,0.3,0.1,0.08,0.02,0.5
3930,1997,13,51,4,0.11,0.07,0.29,0.03,0.5
3931,2013,23,8,1,0.11,0.25,0.01,0.13,0.5
3932,2002,7,18,7,0.24,0.19,0,0.06,0.5
3933,2009,6,8,9,0.2,0.22,0,0.08,0.5
3934,2004,7,29,9,0.24,0.19,0,0.06,0.5
3935,2013,5,15,9,0.29,0.16,0,0.04,0.5
3936,2010,7,8,1,0.41,0.02,0,0.07,0.5
3937,2012,5,3,1,0.47,0,0,0.03,0.5
3938,2014,18,9,7,0.22,0.24,0,0.04,0.5
3939,2008,4,6,6,0.46,0,0,0.04,0.5
3940,2004,7,13,4,0.11,0.08,0.28,0.03,0.5
3941,2011,5,32,3,0.28,0.17,0,0.05,0.5
3942,2009,1,5,3,0.29,0.16,0,0.05,0.5
3943,2004,19,5,1,0.38,0.1,0,0.01,0.5
3944,2003,7,29,3,0.24,0.19,0,0.06,0.5
3945,1996,8,26,1,0,0,0.5,0,0.5
3946,2008,6,26,9,0.09,0.07,0.32,0.03,0.5
3947,2005,7,5,9,0.24,0.19,0,0.06,0.5
3948,2001,9,6,2,0.36,0.13,0,0.01,0.5
3949,2008,7,26,12,0,0,0.5,0,0.5
3950,1996,13,4,4,0,0,0.46,0.03,0.5
3951,2007,7,22,9,0.41,0.02,0,0.07,0.5
3952,2005,7,5,9,0.41,0.01,0,0.07,0.5
3953,2012,6,32,9,0.21,0.2,0,0.08,0.5
3954,2002,7,53,7,0.24,0.19,0,0.06,0.5
3955,2014,5,7,9,0.25,0.2,0.01,0.04,0.5
3956,1982,16,11,1,0.46,0.03,0,0.01,0.5
3957,2007,7,29,2,0.24,0.19,0,0.06,0.5
3958,1981,16,11,9,0.46,0.03,0,0.01,0.5
3959,1982,16,164,9,0.46,0.03,0,0.01,0.5
3960,2011,10,26,3,0.19,0.15,0.12,0.03,0.5
3961,2007,1,29,3,0.46,0,0,0.04,0.49
3962,2011,5,26,9,0.3,0.12,0.03,0.04,0.49
3963,2011,10,13,9,0.16,0.17,0.13,0.03,0.49
3964,2011,10,9,9,0.26,0.15,0.05,0.04,0.49
3965,2006,5,5,1,0.44,0.02,0,0.04,0.49
3966,2004,9,5,1,0.35,0.13,0,0.01,0.49
3967,2011,6,4,3,0.21,0.2,0,0.08,0.49
3968,1980,16,5,1,0.46,0.03,0,0.01,0.49
3969,2015,6,17,9,0,0,0.49,0,0.49
3970,2014,23,20,9,0.09,0.29,0,0.11,0.49
3971,2005,7,11,9,0.41,0.01,0,0.07,0.49
3972,2010,5,17,7,0.2,0.23,0.01,0.05,0.49
3973,2012,5,20,9,0.31,0.13,0.02,0.04,0.49
3974,2002,19,29,10,0.38,0.1,0,0.01,0.49
3975,2013,10,9,2,0.24,0.15,0.07,0.03,0.49
3976,2003,9,29,9,0.35,0.13,0,0.01,0.49
3977,2004,14,8,7,0.34,0.13,0,0.02,0.49
3978,2008,1,117,11,0.45,0,0,0.03,0.49
3979,2006,4,29,2,0.45,0,0,0.04,0.49
3980,2003,19,8,8,0.35,0.13,0,0.01,0.49
3981,2005,7,17,4,0.12,0.1,0.24,0.03,0.49
3982,2008,4,8,1,0.12,0.31,0,0.06,0.49
3983,2006,7,26,7,0,0,0.49,0,0.49
3984,1993,8,1,5,0,0,0.49,0,0.49
3985,2006,14,24,9,0.37,0.11,0,0.02,0.49
3986, PS3, & PC Versions),2009,1,0.24,0.2,0,0.05,0.49
3987,2014,10,1,6,0.18,0.12,0.16,0.03,0.49
3988,1997,12,8,1,0.16,0.3,0,0.03,0.49
3989,2008,5,11,10,0.24,0.18,0.03,0.05,0.49
3990,2010,4,5,9,0.42,0.02,0.02,0.03,0.49
3991,2010,15,8,7,0.2,0.23,0,0.07,0.49
3992,2012,5,7,7,0.28,0.17,0,0.04,0.49
3993,1997,24,9,1,0,0,0.49,0,0.49
3994,2013,6,12,9,0.07,0.26,0.09,0.07,0.49
3995,2004,7,11,1,0.24,0.19,0,0.06,0.49
3996,2009,7,4,3,0,0.15,0,0.33,0.49
3997,2003,7,21,1,0.24,0.19,0,0.06,0.49
3998,2012,10,32,9,0.36,0.04,0.04,0.04,0.49
3999,2013,4,20,9,0.28,0.17,0,0.04,0.49
4000,2003,7,26,6,0,0,0.49,0,0.49
4001,2008,5,11,11,0.14,0.3,0,0.05,0.49
4002,2001,13,11,10,0,0,0.46,0.03,0.49
4003, PS3, & PC Versions),2009,7,0.25,0.01,0,0.22,0.49
4004,2008,17,9,1,0,0.47,0,0.02,0.49
4005,2008,15,89,7,0,0.45,0,0.03,0.49
4006,2001,19,31,3,0.36,0.09,0.02,0.01,0.49
4007,2003,7,40,3,0.24,0.19,0,0.06,0.49
4008,2014,6,36,3,0.07,0.31,0.02,0.08,0.49
4009,2002,14,26,9,0.36,0.11,0,0.02,0.49
4010,2009,1,165,1,0.45,0,0,0.03,0.49
4011,1999,13,30,9,0.27,0.18,0,0.03,0.49
4012,2008,4,6,11,0.08,0.35,0,0.06,0.49
4013,2011,10,6,3,0.27,0.16,0.02,0.04,0.49
4014,2001,7,69,6,0,0,0.49,0,0.49
4015,2011,10,1,9,0.31,0.1,0.05,0.03,0.49
4016,2005,7,26,4,0.07,0.05,0.35,0.02,0.49
4017,1995,8,29,8,0,0,0.49,0,0.49
4018,2007,4,24,9,0.42,0.02,0,0.04,0.49
4019,2008,15,6,9,0.01,0.45,0,0.03,0.49
4020,2015,6,8,7,0.12,0.23,0.07,0.07,0.49
4021,2007,1,8,9,0.38,0.06,0,0.04,0.49
4022,2008,4,6,6,0.44,0.01,0,0.04,0.49
4023,2009,6,20,7,0.19,0.21,0.01,0.08,0.49
4024,2012,23,9,3,0.12,0.25,0,0.11,0.48
4025,2007,5,2,6,0.43,0.02,0,0.04,0.48
4026,2009,1,8,7,0.33,0.11,0.01,0.04,0.48
4027,2007,4,6,5,0,0.48,0,0,0.48
4028,2007,7,5,9,0.4,0.02,0,0.07,0.48
4029,2012,23,15,9,0.16,0.18,0.05,0.09,0.48
4030,2006,4,1,4,0.16,0.01,0.29,0.02,0.48
4031,2005,9,5,9,0.35,0.13,0,0.01,0.48
4032,2009,1,26,1,0.15,0.27,0,0.06,0.48
4033,2007,1,8,8,0.42,0.03,0,0.04,0.48
4034,2014,10,1,1,0.15,0.14,0.17,0.03,0.48
4035,2004,9,87,3,0.35,0.13,0,0.01,0.48
4036,1999,13,15,4,0,0,0.45,0.03,0.48
4037,2004,14,8,1,0.36,0.11,0,0.02,0.48
4038,2009,1,15,9,0.23,0.19,0.01,0.05,0.48
4039,1983,16,11,7,0.45,0.03,0,0.01,0.48
4040,1991,8,15,11,0,0,0.48,0,0.48
4041,2008,5,2,6,0.27,0.17,0,0.05,0.48
4042,2008,5,59,7,0.22,0.2,0.01,0.05,0.48
4043,2010,5,5,7,0.2,0.24,0,0.05,0.48
4044,2003,7,11,6,0.24,0.18,0,0.06,0.48
4045,2006,7,29,9,0.4,0.02,0,0.07,0.48
4046,1999,13,31,10,0.27,0.18,0,0.03,0.48
4047,2008,1,158,6,0.42,0.03,0,0.04,0.48
4048,2006,5,8,1,0.44,0,0,0.04,0.48
4049,1998,13,5,10,0.27,0.18,0,0.03,0.48
4050,2014,15,166,9,0.08,0.36,0,0.04,0.48
4051,2009,17,32,6,0.24,0.15,0,0.1,0.48
4052,2010,4,13,11,0.25,0.07,0.13,0.03,0.48
4053,2008,5,24,2,0.22,0.21,0,0.05,0.48
4054,2010,17,8,1,0.09,0.24,0.03,0.12,0.48
4055,2003,7,18,8,0.24,0.18,0,0.06,0.48
4056,2008,4,3,9,0.44,0.01,0,0.03,0.48
4057,1998,12,31,1,0.44,0.04,0,0,0.48
4058,1999,12,167,8,0.25,0.06,0.11,0.06,0.48
4059,2008,7,8,1,0.4,0.02,0,0.07,0.48
4060,2007,7,29,8,0.24,0.18,0,0.06,0.48
4061,2012,20,8,9,0.18,0.26,0,0.04,0.48
4062,2005,4,71,8,0.41,0.07,0,0,0.48
4063,1999,13,5,3,0.27,0.18,0,0.03,0.48
4064,2011,6,54,4,0.26,0.11,0.06,0.05,0.48
4065,2014,15,9,8,0,0.43,0,0.05,0.48
4066,2000,7,8,12,0.23,0.18,0,0.06,0.48
4067,2010,1,8,3,0.18,0.24,0,0.05,0.48
4068,2015,20,5,9,0.25,0.18,0,0.04,0.48
4069,2008,5,2,8,0.16,0.25,0.01,0.05,0.48
4070,2011,4,3,9,0.45,0,0,0.03,0.48
4071,2010,1,1,9,0.38,0.01,0.07,0.02,0.48
4072,1999,13,43,1,0.27,0.18,0,0.03,0.48
4073,2007,1,5,2,0.42,0.02,0,0.04,0.48
4074,2001,9,168,3,0.34,0.13,0,0.01,0.48
4075,2007,6,49,9,0.14,0.01,0.31,0.02,0.48
4076,2008,1,22,9,0.14,0.28,0,0.06,0.48
4077,2009,4,17,4,0.12,0.06,0.27,0.02,0.48
4078,2014,5,2,4,0.25,0.19,0.01,0.04,0.48
4079,2005,14,8,1,0.35,0.11,0,0.02,0.48
4080,2006,5,8,1,0.19,0.27,0.01,0,0.48
4081,2009,7,29,9,0.19,0.05,0,0.24,0.48
4082,1981,16,5,3,0.45,0.03,0,0,0.48
4083,2008,1,169,3,0.06,0.4,0,0.01,0.48
4084,2008,1,8,8,0.37,0.03,0.04,0.04,0.48
4085,2002,7,151,3,0.23,0.18,0,0.06,0.48
4086,2009,4,29,3,0.35,0.09,0,0.04,0.48
4087,2008,1,6,3,0.15,0.27,0,0.06,0.48
4088,2000,7,4,5,0.14,0.11,0.19,0.04,0.47
4089,1989,16,5,9,0.45,0.02,0,0.01,0.47
4090,1996,13,31,7,0.24,0.16,0.04,0.03,0.47
4091,1998,12,8,1,0.45,0.02,0,0,0.47
4092,2015,10,1,4,0.16,0.11,0.18,0.03,0.47
4093,2008,6,59,7,0.23,0.16,0.01,0.07,0.47
4094,2008,5,40,7,0.25,0.17,0.01,0.05,0.47
4095,2002,7,5,10,0.23,0.18,0,0.06,0.47
4096,2012,5,13,10,0.31,0.1,0.03,0.03,0.47
4097,2006,7,8,9,0.39,0.02,0,0.06,0.47
4098,2009,1,8,3,0.19,0.23,0,0.05,0.47
4099,2006,4,6,9,0.43,0.01,0,0.04,0.47
4100,2010,5,8,4,0.33,0.1,0,0.04,0.47
4101,1995,8,92,5,0,0,0.47,0,0.47
4102,2000,13,40,9,0.26,0.18,0,0.03,0.47
4103,2005,4,15,2,0.37,0.04,0.03,0.04,0.47
4104,2014,6,26,10,0.15,0.16,0.09,0.08,0.47
4105,2013,6,5,9,0.23,0.17,0,0.08,0.47
4106,1995,13,88,9,0.26,0.18,0,0.03,0.47
4107,2001,7,4,9,0.23,0.18,0,0.06,0.47
4108,2012,6,15,9,0.21,0.16,0.04,0.06,0.47
4109,2014,5,8,1,0.14,0.28,0,0.04,0.47
4110,2010,1,29,10,0.3,0.13,0,0.04,0.47
4111,2011,1,17,4,0,0,0.47,0,0.47
4112,2000,7,90,10,0.05,0.04,0.38,0.01,0.47
4113,2008,1,6,8,0.42,0.01,0,0.04,0.47
4114,2014,20,20,9,0.23,0.21,0,0.04,0.47
4115,2002,9,1,2,0,0,0.46,0.01,0.47
4116,2006,7,17,4,0.04,0.03,0.39,0.01,0.47
4117,2002,7,29,3,0.23,0.18,0,0.06,0.47
4118,2007,5,2,4,0.41,0.02,0,0.04,0.47
4119,2012,23,8,9,0,0.3,0.05,0.12,0.47
4120,2011,23,9,1,0.05,0.3,0.01,0.12,0.47
4121,000: Dawn of War II,2009,15,29,0,0.45,0,0.02,0.47
4122,2007,17,9,3,0.1,0.22,0.02,0.12,0.47
4123,2010,4,38,9,0,0,0.47,0,0.47
4124,2007,4,5,2,0.41,0.02,0,0.04,0.47
4125,2015,6,32,9,0.14,0.25,0,0.08,0.47
4126,2005,7,40,3,0.23,0.18,0,0.06,0.47
4127,1998,12,1,2,0.27,0.06,0.08,0.05,0.47
4128,1997,12,104,3,0.28,0.17,0,0.01,0.47
4129,1998,12,15,4,0.38,0.08,0,0.01,0.47
4130,1999,13,124,6,0,0,0.44,0.03,0.47
4131,1997,12,40,7,0.38,0.08,0,0.01,0.47
4132,2009,1,8,5,0.34,0.09,0,0.04,0.47
4133,2010,15,8,8,0,0.29,0,0.18,0.47
4134,2005,5,49,10,0.3,0.03,0.1,0.03,0.47
4135,1987,16,5,9,0.44,0.02,0,0,0.47
4136,2011,5,9,9,0.28,0.13,0.01,0.04,0.47
4137,2009,1,32,2,0.29,0.13,0,0.04,0.47
4138,2006,7,40,1,0.23,0.18,0,0.06,0.47
4139,2006,14,8,3,0.35,0.1,0,0.02,0.47
4140,2015,18,8,1,0.37,0.05,0,0.05,0.47
4141,2011,15,8,1,0.04,0.33,0,0.1,0.47
4142,1999,13,36,6,0.26,0.18,0,0.03,0.47
4143,2007,4,5,9,0.43,0,0,0.04,0.47
4144,2013,5,3,1,0.44,0,0,0.03,0.47
4145,1995,8,69,6,0,0,0.47,0,0.47
4146,2005,7,15,1,0,0,0.47,0,0.47
4147,2011,15,8,8,0,0.38,0,0.09,0.47
4148,2009,7,29,3,0.27,0.03,0,0.17,0.47
4149,2003,7,36,3,0.23,0.18,0,0.06,0.47
4150,2014,5,8,1,0.35,0.07,0,0.04,0.47
4151,2006,9,32,11,0.33,0.12,0,0.01,0.47
4152,2005,7,5,6,0.39,0.01,0,0.06,0.47
4153,2012,10,38,4,0,0.01,0.46,0,0.47
4154,1996,13,8,1,0.26,0.18,0,0.03,0.47
4155,2010,1,125,6,0,0.41,0,0.06,0.47
4156,2005,9,6,9,0.33,0.12,0,0.01,0.47
4157,2011,6,29,3,0.24,0.15,0,0.07,0.47
4158,2008,4,13,9,0.22,0,0.22,0.02,0.47
4159,2007,4,151,5,0.43,0.01,0,0.03,0.47
4160,2004,7,11,10,0.23,0.18,0,0.06,0.47
4161,2005,19,1,6,0.36,0.09,0,0.01,0.47
4162,2004,19,15,9,0.3,0.08,0.07,0.01,0.47
4163,2007,4,6,1,0.46,0.01,0,0,0.47
4164,2002,7,5,1,0.23,0.18,0,0.06,0.46
4165,2007,7,15,11,0.23,0.18,0,0.06,0.46
4166,2008,4,24,2,0.26,0.15,0,0.05,0.46
4167,2001,9,29,7,0.33,0.12,0,0.01,0.46
4168,2007,6,29,3,0.35,0.06,0,0.05,0.46
4169,2004,9,1,5,0.25,0.09,0.12,0.01,0.46
4170,2005,14,29,7,0.34,0.11,0,0.02,0.46
4171,2002,9,53,6,0.33,0.12,0,0.01,0.46
4172,2011,1,171,6,0.44,0,0,0.03,0.46
4173,1999,13,6,1,0.26,0.17,0,0.03,0.46
4174,2007,1,24,9,0.4,0.03,0,0.04,0.46
4175,2011,6,20,7,0.21,0.17,0.01,0.07,0.46
4176,2005,9,32,2,0.33,0.12,0,0.01,0.46
4177,2002,7,172,9,0.2,0.15,0.06,0.05,0.46
4178,2007,17,4,7,0.25,0.12,0,0.09,0.46
4179,1992,8,26,1,0,0,0.46,0,0.46
4180,2001,7,29,12,0.13,0.1,0.2,0.03,0.46
4181,1993,8,26,2,0,0,0.46,0,0.46
4182,2002,9,5,2,0.33,0.12,0,0.01,0.46
4183,2014,15,7,7,0.12,0.29,0,0.05,0.46
4184,000: Space Marine,2011,6,29,0.13,0.25,0,0.09,0.46
4185,2004,9,29,2,0.33,0.12,0,0.01,0.46
4186,2012,10,1,9,0.2,0.03,0.21,0.02,0.46
4187,2008,4,3,12,0.38,0.03,0.02,0.04,0.46
4188,2006,17,4,3,0.37,0.04,0,0.05,0.46
4189,2008,4,3,2,0.27,0.16,0,0.04,0.46
4190,2007,7,4,6,0.23,0.18,0,0.06,0.46
4191,2005,7,6,7,0.38,0.01,0,0.06,0.46
4192,2010,1,15,1,0.36,0.06,0,0.04,0.46
4193,2011,4,5,9,0.34,0.09,0,0.04,0.46
4194,2005,7,11,10,0.38,0.01,0,0.06,0.46
4195,2001,9,29,2,0.33,0.12,0,0.01,0.46
4196,2008,6,24,2,0.19,0.19,0,0.08,0.46
4197,1999,13,40,3,0.26,0.17,0,0.03,0.46
4198,2006,17,6,7,0.23,0.14,0,0.09,0.46
4199,2008,4,29,11,0.42,0,0,0.03,0.46
4200,2016,10,1,9,0.04,0.16,0.24,0.01,0.46
4201,1996,13,4,1,0.26,0.17,0,0.03,0.46
4202,2013,5,5,9,0.26,0.16,0,0.04,0.46
4203,2005,7,6,7,0.38,0.01,0,0.06,0.46
4204,2011,6,9,1,0.09,0.25,0.03,0.09,0.46
4205,2014,18,8,1,0.3,0.12,0,0.04,0.46
4206,1983,16,11,9,0.43,0.03,0,0,0.46
4207,2002,7,4,9,0.22,0.18,0,0.06,0.46
4208,2003,7,4,6,0.22,0.18,0,0.06,0.46
4209,2001,9,29,9,0.33,0.12,0,0.01,0.46
4210,2003,9,24,3,0.33,0.12,0,0.01,0.46
4211,2009,6,18,9,0.19,0.19,0,0.07,0.46
4212,2015,6,102,8,0.11,0.28,0,0.07,0.46
4213,2006,4,9,10,0.3,0.01,0.12,0.03,0.46
4214,2011,1,8,1,0.43,0,0,0.03,0.46
4215,2009,4,20,6,0.33,0.09,0,0.04,0.46
4216,2015,18,20,9,0.26,0.16,0,0.04,0.46
4217, Set & Style!,2011,4,29,0.37,0.05,0,0.03,0.46
4218,2009,7,4,2,0.22,0.17,0,0.06,0.46
4219,2002,7,69,6,0,0,0.46,0,0.46
4220,2008,5,8,12,0.18,0.23,0,0.05,0.46
4221,2006,17,22,9,0.09,0.24,0,0.12,0.46
4222,2015,5,5,9,0.24,0.18,0,0.04,0.46
4223,2007,5,9,9,0.3,0.12,0,0.04,0.46
4224,2000,13,5,3,0.25,0.17,0,0.03,0.46
4225,2010,1,20,9,0.29,0.13,0,0.04,0.46
4226,2015,23,26,4,0.08,0.1,0.23,0.05,0.46
4227,1999,13,19,10,0.25,0.17,0,0.03,0.46
4228,2005,7,173,7,0.22,0.17,0,0.06,0.46
4229,2007,17,8,3,0.02,0.38,0.01,0.06,0.46
4230,2006,5,8,1,0.42,0,0,0.04,0.46
4231,2009,5,6,3,0.24,0.17,0,0.05,0.46
4232,1994,8,94,7,0,0,0.46,0,0.46
4233,2002,7,11,4,0.14,0.11,0.17,0.04,0.46
4234,2013,5,6,2,0.19,0.23,0,0.04,0.46
4235,2003,9,1,4,0,0,0.45,0.01,0.46
4236,2010,6,49,4,0.22,0.11,0.07,0.05,0.46
4237,2009,1,5,11,0.42,0,0,0.03,0.46
4238,2015,10,1,5,0.05,0.05,0.34,0.01,0.46
4239,2010,5,8,9,0.21,0.2,0,0.04,0.46
