id,name,year,platform,publisher,genre
3899,Tiger Woods PGA Tour 07,2006,6,8,1
3900,Midnight Club II,2003,14,3,3
3901,Atelier Rorona: Alchemist of Arland,2009,6,132,4
3902,Monster Hunter Freedom 2,2011,6,13,4
3903,Dragon Ball Z: Supersonic Warriors 2,2005,4,11,10
3904,Avatar: The Last Airbender,2006,19,29,11
3905,Blue's Clues: Blue's Big Musical,2001,13,29,6
3906,The Mummy Returns,2001,7,21,9
3907,Hitman: Blood Money,2006,7,22,9
3908,Disney Sing It,2008,7,32,6
3909,Chopper Command,1982,16,5,7
3910,Activision Anthology,2002,7,5,6
3911,Crash: Mind Over Mutant,2008,7,24,2
3912,WWE 2K16,2015,5,3,1
3913,LEGO The Hobbit,2014,5,20,9
3914,Babysitting Mama,2010,1,12,8
3915,Boogie,2007,1,8,6
3916,Theatrhythm: Final Fantasy,2012,10,17,6
3917,Bleach: Soul Resurreccion,2011,6,132,10
3918,Madden NFL 07,2006,1,8,1
3919,Rugrats in Paris: The Movie,2000,12,29,9
3920,Dance Dance Revolution Universe 2,2007,5,15,8
3921,Star Wars: Jedi Starfighter,2002,7,5,8
3922,Tactics Ogre: The Knight of Lodis,2001,9,1,4
3923,Fortune Street,2011,1,1,6
3924,Super Robot Taisen MX,2004,7,58,12
3925,Alice in Wonderland,2010,4,32,11
3926,NBA Street Homecourt,2007,5,8,1
3927,Spider-Man 2,2004,4,5,9
3928,Bases Loaded '96: Double Header,1995,13,163,1
3929,Dead or Alive Ultimate,2004,14,49,10
3930,RPG Maker,1997,13,51,4
3931,FIFA 14,2013,23,8,1
3932,Star Wars: Clone Wars,2002,7,18,7
3933,The Saboteur,2009,6,8,9
3934,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,7,29,9
3935,Metal Gear Rising: Revengeance,2013,5,15,9
3936,Madden NFL 11,2010,7,8,1
3937,Major League Baseball 2K12,2012,5,3,1
3938,Alien: Isolation,2014,18,9,7
3939,The Price is Right,2008,4,6,6
3940,Monster Hunter,2004,7,13,4
3941,Cars 2,2011,5,32,3
3942,Dreamworks Madagascar Kartz,2009,1,5,3
3943,Tony Hawk's Underground 2,2004,19,5,1
3944,SplashDown: Rides Gone Wild,2003,7,29,3
3945,Super Famista 5,1996,8,26,1
3946,Dynasty Warriors: Gundam 2,2008,6,26,9
3947,Shrek SuperSlam,2005,7,5,9
3948,Rayman Advance,2001,9,6,2
3949,Super Robot Taisen Z,2008,7,26,12
3950,PoPoLoCrois Monogatari,1996,13,4,4
3951,Tomb Raider: Anniversary,2007,7,22,9
3952,Fantastic 4,2005,7,5,9
3953,Epic Mickey 2: The Power of Two,2012,6,32,9
3954,Men in Black II: Alien Escape,2002,7,53,7
3955,The Evil Within,2014,5,7,9
3956,RealSports Tennis,1982,16,11,1
3957,Nicktoons: Attack of the Toybots,2007,7,29,2
3958,Raiders of the Lost Ark,1981,16,11,9
3959,Gauntlet,1982,16,164,9
3960,Ridge Racer 3D,2011,10,26,3
3961,Cars Mater-National Championship,2007,1,29,3
3962,Ace Combat: Assault Horizon,2011,5,26,9
3963,Resident Evil: The Mercenaries 3D,2011,10,13,9
3964,Super Monkey Ball 3D,2011,10,9,9
3965,Tony Hawk's Project 8,2006,5,5,1
3966,Tony Hawk's Underground 2,2004,9,5,1
3967,MotorStorm: Apocalypse,2011,6,4,3
3968,Ice Hockey,1980,16,5,1
3969,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015,6,17,9
3970,Lego Batman 3: Beyond Gotham,2014,23,20,9
3971,The Matrix: Path of Neo,2005,7,11,9
3972,Kane & Lynch 2: Dog Days,2010,5,17,7
3973,Lollipop Chainsaw,2012,5,20,9
3974,WWE Wrestlemania X8,2002,19,29,10
3975,Sonic Lost World,2013,10,9,2
3976,Power Rangers: Dino Thunder,2003,9,29,9
3977,GoldenEye: Rogue Agent,2004,14,8,7
3978,Ultimate I Spy,2008,1,117,11
3979,SpongeBob SquarePants: Creature from the Krusty Krab,2006,4,29,2
3980,The Sims,2003,19,8,8
3981,Grandia III,2005,7,17,4
3982,FIFA Soccer 09,2008,4,8,1
3983,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,2006,7,26,7
3984,Mario & Wario,1993,8,1,5
3985,Scarface: The World is Yours,2006,14,24,9
3986,Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions),2009,1,5,7
3987,Pokemon Art Academy,2014,10,1,6
3988,FIFA Soccer 64,1997,12,8,1
3989,Dragon Ball Z: Burst Limit,2008,5,11,10
3990,Bakugan Battle Brawlers: Defenders of the Core,2010,4,5,9
3991,Medal of Honor,2010,15,8,7
3992,Doom 3 BFG Edition,2012,5,7,7
3993,J-League Pro Soccer Club wo Tsukurou! 2,1997,24,9,1
3994,Terraria,2013,6,12,9
3995,Backyard Baseball,2004,7,11,1
3996,WipEout Pulse,2009,7,4,3
3997,Barbie Horse Adventures: Wild Horse Rescue,2003,7,21,1
3998,Epic Mickey: Power of Illusion,2012,10,32,9
3999,LEGO Marvel Super Heroes,2013,4,20,9
4000,Taiko no Tatsujin: Appare Sandaime,2003,7,26,6
4001,Alone in the Dark,2008,5,11,11
4002,One Piece: Grand Battle!,2001,13,11,10
4003,Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions),2009,7,5,7
4004,Football Manager Handheld 2009,2008,17,9,1
4005,Sniper: Art of Victory,2008,15,89,7
4006,Crazy Taxi,2001,19,31,3
4007,Spy Hunter 2,2003,7,40,3
4008,F1 2014,2014,6,36,3
4009,Pac-Man World 2,2002,14,26,9
4010,Bass Pro Shops: The Strike,2009,1,165,1
4011,Die Hard Trilogy 2: Viva Las Vegas,1999,13,30,9
4012,Jake Power: Fireman,2008,4,6,11
4013,Asphalt 3D,2011,10,6,3
4014,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,2001,7,69,6
4015,Steel Diver,2011,10,1,9
4016,Tales of Legendia,2005,7,26,4
4017,SimCity 2000,1995,8,29,8
4018,Crash of the Titans,2007,4,24,9
4019,Far Cry 2,2008,15,6,9
4020,Battlefield: Hardline,2015,6,8,7
4021,Harry Potter and the Order of the Phoenix,2007,1,8,9
4022,Rayman Raving Rabbids: TV Party,2008,4,6,6
4023,F.E.A.R. 2: Project Origin,2009,6,20,7
4024,Sonic & All-Stars Racing Transformed,2012,23,9,3
4025,Scene It? Lights Camera Action,2007,5,2,6
4026,Dead Space Extraction,2009,1,8,7
4027,Scrabble 2007 Edition,2007,4,6,5
4028,Shrek the Third,2007,7,5,9
4029,Metal Gear Solid HD Edition,2012,23,15,9
4030,Children of Mana,2006,4,1,4
4031,Madagascar: Operation Penguin,2005,9,5,9
4032,Active Life: Extreme Challenge,2009,1,26,1
4033,The Sims 2: Pets,2007,1,8,8
4034,Mario Golf: World Tour,2014,10,1,1
4035,Need for Speed: Porsche Unleashed,2004,9,87,3
4036,Yu-Gi-Oh! Forbidden Memories (JP sales),1999,13,15,4
4037,NFL Street 2,2004,14,8,1
4038,Silent Hill: Shattered Memories,2009,1,15,9
4039,Millipede,1983,16,11,7
4040,The Legend of the Mystical Ninja,1991,8,15,11
4041,You're in the Movies,2008,5,2,6
4042,Dark Sector,2008,5,59,7
4043,James Bond 007: Blood Stone,2010,5,5,7
4044,Jeopardy!,2003,7,11,6
4045,Destroy All Humans! 2,2006,7,29,9
4046,ECW Hardcore Revolution,1999,13,31,10
4047,Pinball Hall of Fame: The Williams Collection,2008,1,158,6
4048,Tiger Woods PGA Tour 07,2006,5,8,1
4049,Wu-Tang: Shaolin Style,1998,13,5,10
4050,World of Warcraft: Warlords of Draenor,2014,15,166,9
4051,Rock Band Unplugged,2009,17,32,6
4052,OkamiDen,2010,4,13,11
4053,Crash: Mind Over Mutant,2008,5,24,2
4054,2010 FIFA World Cup South Africa,2010,17,8,1
4055,Secret Weapons Over Normandy,2003,7,18,8
4056,Go Diego Go! Great Dinosaur Rescue,2008,4,3,9
4057,All-Star Baseball 99,1998,12,31,1
4058,Harvest Moon 64,1999,12,167,8
4059,NCAA Football 09,2008,7,8,1
4060,Bratz: The Movie,2007,7,29,8
4061,FIFA Soccer 13,2012,20,8,9
4062,Harvest Moon DS (US sales),2005,4,71,8
4063,Vigilante 8: 2nd Offense,1999,13,5,3
4064,Two Worlds II,2011,6,54,4
4065,Football Manager 2015,2014,15,9,8
4066,Theme Park Roller Coaster,2000,7,8,12
4067,Need for Speed: Hot Pursuit,2010,1,8,3
4068,Skylanders: SuperChargers,2015,20,5,9
4069,Viva Pinata: Trouble in Paradise,2008,5,2,8
4070,Nickelodeon Team Umizoomi,2011,4,3,9
4071,FlingSmash,2010,1,1,9
4072,NFL Xtreme 2,1999,13,43,1
4073,Spider-Man 3,2007,1,5,2
4074,Midnight Club: Street Racing,2001,9,168,3
4075,Dynasty Warriors Gundam,2007,6,49,9
4076,Tomb Raider: Underworld,2008,1,22,9
4077,Final Fantasy Crystal Chronicles: Echoes of Time,2009,4,17,4
4078,Fable,2014,5,2,4
4079,Tiger Woods PGA Tour 06,2005,14,8,1
4080,FIFA World Cup Germany 2006,2006,5,8,1
4081,Up,2009,7,29,9
4082,Grand Prix,1981,16,5,3
4083,Ford Racing Off Road,2008,1,169,3
4084,SimCity Creator,2008,1,8,8
4085,World of Outlaws: Sprint Cars 2002,2002,7,151,3
4086,Cars: Race-O-Rama,2009,4,29,3
4087,Emergency Heroes,2008,1,6,3
4088,Fantavision,2000,7,4,5
4089,Double Dragon,1989,16,5,9
4090,Alien Trilogy,1996,13,31,7
4091,NBA Live 99,1998,12,8,1
4092,Bravely Second: End Layer,2015,10,1,4
4093,Dark Sector,2008,6,59,7
4094,Unreal Tournament III,2008,5,40,7
4095,X-Men: Next Dimension,2002,7,5,10
4096,Street Fighter X Tekken,2012,5,13,10
4097,The Godfather (JP sales),2006,7,8,9
4098,MySims Racing,2009,1,8,3
4099,Hamsterz Life,2006,4,6,9
4100,Dragon Age Origins: Awakening,2010,5,8,4
4101,Super Puyo Puyo 2,1995,8,92,5
4102,Gauntlet Legends,2000,13,40,9
4103,Castlevania: Dawn of Sorrow,2005,4,15,2
4104,Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,6,26,10
4105,Deadpool,2013,6,5,9
4106,WipEout,1995,13,88,9
4107,ICO,2001,7,4,9
4108,Silent Hill: Downpour,2012,6,15,9
4109,2014 FIFA World Cup Brazil,2014,5,8,1
4110,WWE SmackDown vs. Raw 2011,2010,1,29,10
4111,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,2011,1,17,4
4112,Victorious Boxers: Ippo's Road to Glory,2000,7,90,10
4113,Petz Sports,2008,1,6,8
4114,Lego Batman 3: Beyond Gotham,2014,20,20,9
4115,Densetsu no Stafi,2002,9,1,2
4116,Valkyrie Profile 2: Silmeria,2006,7,17,4
4117,Hot Wheels Velocity X,2002,7,29,3
4118,Shadowrun,2007,5,2,4
4119,FIFA Soccer 13,2012,23,8,9
4120,Virtua Tennis 4: World Tour,2011,23,9,1
4121,Warhammer 40,000: Dawn of War II,2009,15,29,12
4122,Crazy Taxi: Fare Wars,2007,17,9,3
4123,Clash of Elementalists,2010,4,38,9
4124,Spider-Man 3,2007,4,5,2
4125,Disney Infinity 3.0,2015,6,32,9
4126,L.A. Rush,2005,7,40,3
4127,Bomberman Hero,1998,12,1,2
4128,Automobili Lamborghini,1997,12,104,3
4129,Quest 64,1998,12,15,4
4130,Momotarou Dentetsu V,1999,13,124,6
4131,Doom 64,1997,12,40,7
4132,Boom Blox Bash Party,2009,1,8,5
4133,The Sims 3: Ambitions,2010,15,8,8
4134,Dead or Alive 4,2005,5,49,10
4135,Commando,1987,16,5,9
4136,Rise of Nightmares,2011,5,9,9
4137,The Princess and the Frog,2009,1,32,2
4138,NBA Ballers: Phenom,2006,7,40,1
4139,Need for Speed Carbon,2006,14,8,3
4140,NHL 16,2015,18,8,1
4141,FIFA 12,2011,15,8,1
4142,MTV Music Generator,1999,13,36,6
4143,Spider-Man: Friend or Foe,2007,4,5,9
4144,Major League Baseball 2K13,2013,5,3,1
4145,Super Momotarou Dentetsu DX,1995,8,69,6
4146,World Soccer Winning Eleven 8: Liveware Evolution,2005,7,15,1
4147,The Sims 3: Outdoor Living Stuff,2011,15,8,8
4148,Cars: Race-O-Rama,2009,7,29,3
4149,Downhill Domination,2003,7,36,3
4150,NHL 15,2014,5,8,1
4151,Pirates of the Caribbean: Dead Man's Chest,2006,9,32,11
4152,World Series of Poker,2005,7,5,6
4153,Inazuma Eleven Go 2: Chrono Stone,2012,10,38,4
4154,NHL 97,1996,13,8,1
4155,We Sing Encore,2010,1,125,6
4156,Kong: The 8th Wonder of the World,2005,9,6,9
4157,MX vs. ATV: Alive,2011,6,29,3
4158,Mega Man Star Force 3: Black Ace / Red Joker,2008,4,13,9
4159,Crayola: Treasure Adventures,2007,4,151,5
4160,Godzilla: Save the Earth,2004,7,11,10
4161,Dance Dance Revolution: Mario Mix,2005,19,1,6
4162,Metal Gear Solid: The Twin Snakes,2004,19,15,9
4163,Imagine: Figure Skater (US sales),2007,4,6,1
4164,Mat Hoffman's Pro BMX 2,2002,7,5,1
4165,Metal Gear Solid: The Essential Collection,2007,7,15,11
4166,The Legend of Spyro: Dawn of the Dragon,2008,4,24,2
4167,Iridion 3D,2001,9,29,7
4168,MX vs. ATV Untamed,2007,6,29,3
4169,Classic NES Series: Pac-Man,2004,9,1,5
4170,Destroy All Humans!,2005,14,29,7
4171,Dragon Ball Z: Collectible Card Game,2002,9,53,6
4172,Country Dance 2,2011,1,171,6
4173,Razor Freestyle Scooter,1999,13,6,1
4174,Crash of the Titans,2007,1,24,9
4175,F.E.A.R. 3,2011,6,20,7
4176,Disney's Kim Possible 3: Team Possible,2005,9,32,2
4177,Rygar: The Legendary Adventure,2002,7,172,9
4178,Syphon Filter: Logan's Shadow,2007,17,4,7
4179,Super Batter Up,1992,8,26,1
4180,Kessen II,2001,7,29,12
4181,Crayon Shin-Chan: Arashi o Yobu Enji,1993,8,26,2
4182,Stuart Little 2,2002,9,5,2
4183,Wolfenstein: The New Order,2014,15,7,7
4184,Warhammer 40,000: Space Marine,2011,6,29,7
4185,Tak 2: The Staff of Dreams,2004,9,29,2
4186,Art Academy: Lessons for Everyone,2012,10,1,9
4187,Sid Meier's Civilization Revolution,2008,4,3,12
4188,ATV Offroad Fury Pro,2006,17,4,3
4189,Dora The Explorer: Dora Saves the Snow Princess,2008,4,3,2
4190,SingStar Amped,2007,7,4,6
4191,Brothers In Arms: Earned in Blood,2005,7,6,7
4192,Walk it Out!,2010,1,15,1
4193,Transformers: Dark of the Moon - Autobots/Decepticons,2011,4,5,9
4194,Dragon Ball Z: Sagas,2005,7,11,10
4195,Scooby-Doo,2001,9,29,2
4196,The Legend of Spyro: Dawn of the Dragon,2008,6,24,2
4197,Hydro Thunder,1999,13,40,3
4198,Brothers In Arms: D-Day,2006,17,6,7
4199,American Girl: Kit Mystery Challenge!,2008,4,29,11
4200,Mario & Sonic at the Rio 2016 Olympic Games,2016,10,1,9
4201,NHL FaceOff '97,1996,13,4,1
4202,Deadpool,2013,5,5,9
4203,Brothers In Arms: Road to Hill 30,2005,7,6,7
4204,Virtua Tennis 4,2011,6,9,1
4205,EA Sports UFC,2014,18,8,1
4206,Gremlins,1983,16,11,9
4207,The Mark of Kri,2002,7,4,9
4208,Jampack Winter 2003 (RP-M),2003,7,4,6
4209,Rugrats: Castle Capers,2001,9,29,9
4210,Crash Nitro Kart,2003,9,24,3
4211,Star Wars The Clone Wars: Republic Heroes,2009,6,18,9
4212,Farming Simulator 2015,2015,6,102,8
4213,Bleach: The Blade of Fate,2006,4,9,10
4214,Madden NFL 12,2011,1,8,1
4215,LEGO Rock Band,2009,4,20,6
4216,Mad Max (2015),2015,18,20,9
4217,Barbie: Jet, Set & Style!,2011,4,29,6
4218,Jak and Daxter: The Lost Frontier,2009,7,4,2
4219,Momotarou Dentetsu 11,2002,7,69,6
4220,Command & Conquer: Red Alert 3,2008,5,8,12
4221,Tomb Raider: Legend,2006,17,22,9
4222,Skylanders: SuperChargers,2015,5,5,9
4223,The Golden Compass,2007,5,9,9
4224,Star Wars: Demolition,2000,13,5,3
4225,Scooby-Doo! and the Spooky Swamp,2010,1,20,9
4226,Sword Art Online: Lost Song,2015,23,26,4
4227,Bloody Roar II,1999,13,19,10
4228,Delta Force: Black Hawk Down,2005,7,173,7
4229,Burnout Dominator,2007,17,8,3
4230,NBA Live 07,2006,5,8,1
4231,Vin Diesel: Wheelman,2009,5,6,3
4232,Space Invaders,1994,8,94,7
4233,.hack//Outbreak Part 3,2002,7,11,4
4234,Rayman Legends,2013,5,6,2
4235,Mother 1+2,2003,9,1,4
4236,Hyperdimension Neptunia,2010,6,49,4
4237,iCarly,2009,1,5,11
4238,5 & Dragons Z + Super Mario Bros. Edition,2015,10,1,5
4239,Harry Potter and the Deathly Hallows - Part 1,2010,5,8,9
4240,Top Spin,2003,14,2,1
4241,Disney Guilty Party,2010,1,32,6
4242,Warhawk,1995,13,4,8
4243,Pirates of the Caribbean: At World's End,2007,1,32,9
4244,Red Faction: Armageddon,2011,6,29,7
4245,DanceStar Party,2011,6,4,6
4246,Persona 4: Dancing All Night,2015,23,132,6
4247,Tales of Vesperia,2009,6,26,4
4248,Thief (2014),2014,18,17,9
4249,Dynasty Warriors: Strikeforce,2009,17,116,9
4250,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,2005,9,29,2
4251,Tales of Hearts,2013,23,26,4
4252,Missile Command,1999,13,11,7
4253,Lego Batman 3: Beyond Gotham,2014,10,20,9
4254,Barbie as The Island Princess,2007,1,5,11
4255,Jikkyou Powerful Pro Yakyuu 3,1996,8,15,1
4256,The Walking Dead: Season One,2014,11,174,11
4257,Jikkyou Powerful Pro Yakyuu 12,2005,7,15,1
4258,Enter the Matrix,2003,19,11,9
4259,Crash: Mind Over Mutant,2008,1,24,2
4260,NASCAR 2005: Chase for the Cup,2004,14,8,3
4261,J-League Excite Stage '95,1995,8,175,1
4262,The New York Times Crosswords,2007,4,35,5
4263,Phantasy Star Online Episode I & II,2002,19,53,4
4264,Moshi Monsters: Moshlings Theme Park,2012,4,5,6
4265,The Powerpuff Girls: Relish Rampage,2002,7,176,9
4266,Resistance: Burning Skies,2012,23,4,7
4267,NBA 2K13,2012,1,3,1
4268,Dead or Alive: Dimensions,2011,10,116,10
4269,Brain Challenge,2008,4,6,6
4270,NFL Head Coach,2006,7,8,1
4271,Watch Dogs,2014,15,6,9
4272,Karaoke Revolution Presents American Idol Encore,2008,1,15,6
4273,Major League Baseball 2K11,2011,5,3,1
4274,Enemy Territory: Quake Wars,2008,5,5,7
4275,Ghostbusters,1985,16,5,5
4276,NCAA Gamebreaker 99,1998,13,43,1
4277,Area 51,2005,7,40,7
4278,World Stadium 2,1998,13,26,1
4279,Sega Rally Revo,2007,5,9,3
4280,NHL 2005,2004,7,8,1
4281,TNA iMPACT!,2008,5,40,10
4282,Star Wars Jedi Knight: Jedi Academy,2003,14,5,7
4283,Thrillville: Off the Rails,2007,1,18,12
4284,Phoenix,1981,16,11,8
4285,Spider-Man: Shattered Dimensions,2010,6,5,9
4286,F.E.A.R. 3,2011,5,20,7
4287,My Fashion Studio,2007,4,6,6
4288,Plants vs. Zombies: Garden Warfare 2,2016,11,8,7
4289,Rock Band Country Track Pack,2009,1,32,6
4290,Pro Evolution Soccer 2016,2015,6,15,1
4291,Apocalypse,1998,13,5,9
4292,Transformers: Revenge of the Fallen (Wii & PS2 Version),2009,4,5,9
4293,PES 2009: Pro Evolution Soccer,2009,1,15,1
4294,Yu-Gi-Oh! Destiny Board Traveler,2004,9,15,6
4295,SingStar Queen,2009,6,4,6
4296,God Eater 2,2013,23,26,4
4297,Samurai Warriors 3,2009,1,1,9
4298,World Soccer Winning Eleven 5 Final Evolution,2001,7,15,1
4299,One Piece: Pirate Warriors 3,2015,11,26,9
4300,Sphinx and the Cursed Mummy,2003,7,29,9
4301,Fatal Fury 2,1993,8,152,10
4302,Rampage World Tour,1998,12,14,9
4303,Pokemon Puzzle League,2000,12,1,5
4304,Eternal Sonata,2008,6,11,4
4305,Dance Dance Revolution: Hottest Party 3,2009,1,15,8
4306,FIFA 15,2014,10,8,1
4307,Petz: Catz 2,2007,1,6,8
4308,Bee Movie Game,2007,4,5,9
4309,Tekken Advance,2001,9,53,10
4310,Shin Megami Tensei: Persona 3,2006,7,49,4
4311,Persona,1995,13,72,4
4312,Band Hero,2009,4,5,6
4313,Naruto Shippuden: Ultimate Ninja Storm Generations,2012,5,26,10
4314,Hot Wheels: Stunt Track Challenge,2004,9,29,3
4315,Viking: Battle for Asgard,2008,5,9,9
4316,Mobile Suit Gundam,1995,13,26,9
4317,SingStar Take That,2009,7,4,6
4318,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010,17,4,7
4319,Final Fantasy Collection,1999,13,55,4
4320,Disney Sing It! High School Musical 3: Senior Year,2008,7,32,6
4321,NBA Live 10,2009,5,8,1
4322,Samurai Warriors: Xtreme Legends,2004,7,49,9
4323,Tony Hawk's Proving Ground,2007,6,5,1
4324,NHL FaceOff,1994,13,4,1
4325,WWE WrestleMania 21,2005,14,29,10
4326,Brunswick Pro Bowling,2010,5,12,1
4327,Worms: Open Warfare 2,2007,17,29,12
4328,NBA Live 2005,2004,19,8,1
4329,Defender II,1987,16,11,7
4330,WWE Day of Reckoning,2004,19,29,10
4331,Dragon Quest Heroes: Rocket Slime,2005,4,17,9
4332,ATV Quad Power Racing 2,2003,14,31,3
4333,Walt Disney World Quest: Magical Racing Tour,2000,13,22,3
4334,Sled Storm,2002,7,8,3
4335,Vandal Hearts,1996,13,15,4
4336,Mario Tennis Ultra Smash,2015,20,1,1
4337,Celebrity Sports Showdown,2008,1,8,1
4338,Jawbreaker,1981,16,136,9
4339,Scooby-Doo! Mystery Mayhem,2004,7,29,9
4340,Mario Golf: Advance Tour,2004,9,1,1
4341,Crash: Mind Over Mutant,2008,17,24,2
4342,Karaoke Revolution,2009,1,15,6
4343,Discovery Kids: Kitten Corner,2009,4,12,8
4344,Just Dance 2014,2013,18,6,6
4345,Yu-Gi-Oh! Capsule Monster Coliseum,2004,7,15,6
4346,Payday 2,2013,6,12,7
4347,Major League Baseball 2K6,2006,7,130,1
4348,Jampack Volume 13 (RP-M),2005,7,4,6
4349,World Soccer Winning Eleven 9,2005,14,15,1
4350,NBA Live 2000,1999,12,8,1
4351,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,7,15,9
4352,SpongeBob SquarePants: Lights, Camera, Pants!,2005,7,29,6
4353,Disney Infinity 3.0,2015,5,32,9
4354,TouchMaster 3,2009,4,20,5
4355,The Thing,2002,7,24,11
4356,Disney Infinity 3.0,2015,20,32,9
4357,Van Helsing,2004,7,5,9
4358,X-Men Legends II: Rise of Apocalypse,2005,14,5,4
4359,Food Network: Cook or Be Cooked,2009,1,26,6
4360,Transformers: Fall of Cybertron,2012,5,5,9
4361,Metro: Last Light,2013,6,42,9
4362,The Urbz: Sims in the City (all regions sales),2004,4,8,8
4363,Spawn: Armageddon,2003,7,8,9
4364,The Godfather (US sales),2006,14,8,9
4365,DmC: Devil May Cry,2013,5,13,9
4366,Plants vs. Zombies: Garden Warfare 2,2016,18,8,7
4367,World Stadium EX,1996,13,26,1
4368,Tiger Woods PGA Tour 2003,2002,14,8,1
4369,Battlefield 2: Modern Combat,2005,7,8,7
4370,G-Force,2009,1,32,9
4371,Ben 10 Alien Force: Vilgax Attacks,2009,1,59,9
4372,50 Cent: Bulletproof,2005,14,24,9
4373,Densetsu no Stafi 2,2003,9,1,2
4374,Independence Day,1997,13,30,7
4375,Need for Speed: Shift 2 Unleashed,2011,5,8,3
4376,Chocobo Racing,1999,13,10,3
4377,Ninja Gaiden 3,2012,6,49,9
4378,Child of Eden,2011,5,6,7
4379,LEGO Star Wars II: The Original Trilogy,2006,14,18,9
4380,Family Fest Presents Circus Games,2008,1,6,6
4381,My Spanish Coach,2007,4,6,6
4382,The Darkness,2007,5,3,7
4383,Gundam SEED: Federation vs. Z.A.F.T.,2005,7,26,7
4384,Ms. Pac-Man Maze Madness,2000,13,26,5
4385,Blood Omen: Legacy of Kain,1996,13,111,4
4386,Super Bomberman 4,1996,8,69,5
4387,Bomberman II,1991,2,69,5
4388,Duke Nukem 64,1997,12,14,7
4389,Sin and Punishment: Star Successor,2009,1,1,7
4390,Jump Start Pet Rescue,2009,1,177,6
4391,Naughty Bear,2010,6,12,9
4392,SpongeBob SquarePants: Lights, Camera, Pants!,2005,19,29,6
4393,Super Robot Taisen OG: Original Generations,2007,7,58,12
4394,Army Men World War: Final Front,2001,13,29,9
4395,Petz: Horsez 2,2007,4,6,8
4396,Puppy Luv: Spa and Resort,2007,4,5,8
4397,Yu-Gi-Oh! 5D's Tag Force 4,2009,17,15,12
4398,MX Unleashed,2004,14,29,3
4399,Jikkyou Powerful Pro Yakyuu 9,2002,7,15,1
4400,Grind Session,2000,13,4,1
4401,Naruto: Gekito Ninja Taisen! 3,2004,19,100,10
4402,Barbie: Groom and Glam Pups,2010,4,29,9
4403,Wario World,2003,19,1,2
4404,Scooby-Doo! Mystery Mayhem,2003,9,29,9
4405,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,2003,7,26,6
4406,Deer Drive,2010,4,178,1
4407,Just Dance 4,2012,6,6,6
4408,TimeSplitters 2,2002,19,22,7
4409,Battlebots: Design & Destroy,2003,9,35,9
4410,Devil May Cry HD Collection,2012,5,13,9
4411,Eternal Darkness: Sanity's Requiem,2002,19,1,11
4412,Power Rangers: S.P.D.,2004,9,29,9
4413,Naruto: Ultimate Ninja 3,2005,7,11,10
4414,SingStar Motown,2009,7,4,6
4415,Neon Genesis Evangelion,1996,24,9,11
4416,Nicktoons: Attack of the Toybots,2007,1,29,2
4417,Mobile Suit Gundam: One Year War,2005,7,26,9
4418,Tongari Boushi to Mahou no Otana,2010,4,15,8
4419,NFL Blitz 20-03,2002,7,40,1
4420,Just Dance: Summer Party,2011,1,6,6
4421,SpongeBob's Atlantis SquarePantis,2007,7,29,9
4422,Dragon Ball Z: Shin Budokai - Another Road,2007,17,11,10
4423,Master of Illusion,2006,4,1,5
4424,Star Wars: Jedi Starfighter,2002,14,5,8
4425,Remington Great American Bird Hunt,2009,1,178,1
4426,Classic NES Series: Metroid,2004,9,1,11
4427,Alpha Protocol,2010,6,9,4
4428,Tetris Axis,2011,10,179,5
4429,Dora the Explorer: Dora Puppy,2009,4,3,6
4430,Primal,2003,7,4,9
4431,Madden NFL 2002,2001,12,8,1
4432,Need for Speed Underground 2,2004,9,8,3
4433,007: Quantum of Solace,2008,7,5,9
4434,Spec Ops: Covert Assault,2001,13,3,7
4435,SSX Tricky,2001,14,8,1
4436,Flight Control Rocket,2005,9,29,8
4437,FIFA 14,2013,15,8,1
4438,The Chronicles of Narnia: The Lion, The Witch and The Wardrobe,2005,7,32,9
4439,Trials Fusion,2014,11,6,3
4440,Wheel of Fortune,2010,4,29,6
4441,NiGHTS into dreams...,1996,24,9,2
4442,NCAA Football 2004,2003,14,8,1
4443,Overwatch,2016,15,5,7
4444,Rock Band 4,2015,18,180,6
4445,NBA Jam,2010,1,8,1
4446,Bionicle,2003,7,8,9
4447,Minecraft,2016,20,2,6
4448,MLB 2002,2001,13,4,1
4449,Sleeping Dogs,2014,11,17,9
4450,TimeSplitters,2000,7,22,7
4451,Barnstorming,1981,16,5,9
4452,InuYasha: The Secret of the Cursed Mask,2004,7,26,4
4453,Rune Factory 3: A Fantasy Harvest Moon,2009,4,71,4
4454,The Powerpuff Girls: Him and Seek,2002,9,176,2
