id,name,year,platform,publisher,genre
13222,Danny Phantom: Urban Jungle,2006,4,29,9
13223,Sotsugyou II: Neo Generation,1995,13,452,8
13224,Summon Night Craft Sword Monogatari: Hajimari no Ishi,2005,9,58,4
13225,The King of Fighters 2002: Unlimited Match,2009,7,226,10
13226,Art of Fighting Anthology,2006,7,68,10
13227,Rapala Trophies,2006,17,5,1
13228,Phoenix Wright: Revived Turnabout,2008,4,13,6
13229,Mana Khemia: Alchemists of Al-Revis (JP sales),2007,7,132,4
13230,Runaway: A Twist of Fate,2009,15,81,11
13231,Cheer We Go!,2010,4,80,6
13232,The Tale of Despereaux,2008,1,206,2
13233,The Hustle: Detroit Streets,2006,7,5,1
13234,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995,24,9,6
13235,Tomoyo After: It's a Wonderful Life CS Edition,2009,17,434,11
13236,Guilty Gear XX Accent Core,2007,7,54,10
13237,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,2005,4,91,6
13238,Atelier Escha & Logy: Alchemists of the Dusk Sky,2015,23,49,4
13239,Millipede / Super Breakout / Lunar Lander,2005,9,87,6
13240,World Trigger: Borderless Mission,2015,23,26,9
13241,Disney's Donald Duck: Goin' Quackers,2002,19,6,2
13242,Assault Rigs,1996,13,193,9
13243,Backyard Baseball '09,2008,1,11,1
13244,World Championship Spelling,2010,4,12,6
13245,Yes! PreCure 5,2007,4,26,9
13246,Bionicle Heroes,2007,1,22,7
13247,Tom Clancy's HAWX,2009,15,6,9
13248,Exist Archive: The Other Side of the Sky,2015,23,343,4
13249,Honda ATV Fever,2010,1,216,3
13250,Operation Flashpoint: Elite,2005,14,36,7
13251,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,11,49,6
13252,Roswell Conspiracies: Aliens, Myths & Legends,2001,13,61,9
13253,Front Mission,2007,4,17,12
13254,Dead Island Definitive Collection,2016,18,42,9
13255,Sekai no Gohan Shaberu! DS Oryouri Navi,2008,4,1,6
13256,Rugby Challenge 3,2016,6,391,1
13257,Boktai 2: Solar Boy Django,2004,9,15,4
13258,Praetorians,2003,15,22,12
13259,Candace Kane's Candy Factory,2008,4,154,9
13260,Nobunaga's Ambition (3DS),2013,10,49,8
13261,Angelique Duet,1998,13,49,12
13262,Shin Fortune Quest: Sokutaku no Kishi,1996,13,408,6
13263,Resident Evil 6,2012,15,13,7
13264,Crushed Baseball,2004,9,453,1
13265,Dark Arena,2002,9,29,7
13266,Just Sing! Vol. 2,2011,4,148,6
13267,Heatseeker,2007,17,36,9
13268,IL-2 Sturmovik: 1946,2006,15,6,8
13269,Jerry Rice and Nitus' Dog Football,2011,1,404,1
13270,TOCA Race Driver 2,2004,14,36,3
13271,I.Q. Remix+: Intelligent Qube,2000,7,4,5
13272,Sébastien Loeb Rally Evo,2016,11,454,3
13273,Growlanser,2009,17,72,4
13274,Trollz: Hair Affair!,2005,9,6,6
13275,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007,7,362,6
13276,Grand Slam,1997,13,19,6
13277,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,2009,4,26,9
13278,The King of Fighters 2000,2002,7,455,10
13279,Coraline,2009,4,59,9
13280,FIFA Street 2,2006,4,8,1
13281,M&M's Beach Party,2009,1,87,6
13282,Dead Head Fred,2007,17,59,9
13283,D.C.F.S.: Da Capo Four Seasons,2005,7,153,11
13284,Hyperdimension Neptunia mk2,2014,23,266,9
13285,Disney's Meet the Robinsons,2007,19,32,9
13286,Hanayori Danshi: Koi Seyo Onago,2008,4,15,11
13287,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009,1,1,6
13288,Puyo Puyo Tetris,2014,6,9,5
13289,Sonic the Hedgehog 2 (8-bit),1992,30,9,2
13290,FlatOut 2,2006,14,90,3
13291,Rogue Trooper,2006,7,22,7
13292,Spy Fiction,2003,7,9,9
13293,R.B.I. Baseball 2016,2016,18,456,1
13294,Justice League: Chronicles,2003,9,40,2
13295,Resident Evil Director's Cut,2006,6,13,9
13296,Doko Demo Issho: Let's Gakkou!,2006,17,4,6
13297,Monster Trux Arenas: Special Edition,2007,1,295,3
13298,Conflict: Desert Storm II - Back to Bagdhad,2004,19,112,7
13299,Top Gun,2006,4,12,8
13300,Gem Smashers,2011,10,68,2
13301,Split/Second,2010,15,32,3
13302,B's-LOG Party♪,2010,17,Idea Factory,11
13303,King Arthur,2004,19,15,9
13304,Chicken Shoot,2005,9,87,9
13305,Dai Senryaku VII: Modern Military Tactics,2003,14,457,12
13306,Gormiti: The Lords of Nature!,2010,1,15,11
13307,White Album 2: Shiawase no Mukougawa,2012,6,316,11
13308,Painkiller: Hell & Damnation,2013,6,125,7
13309,Go Go Ackman 3,1995,8,58,2
13310,WSC Real 11: World Snooker Championship,2011,5,102,1
13311,Advance Guardian Heroes,2004,9,6,4
13312,Casual Mania!,2010,4,275,5
13313,Castle of Shikigami III,2007,1,148,7
13314,Star X,2002,9,176,7
13315,Jewel Quest 5: The Sleepless Star,2011,15,276,9
13316,Get Up and Dance,2011,6,342,6
13317,The King of Fighters Kyo,1998,13,226,10
13318,Yowamushi Pedal,2015,10,26,9
13319,WarTech: Senko no Ronde,2006,5,6,10
13320,Record of Agarest War: Marriage,2012,17,266,4
13321,San-X Land: Theme Park de Asobou!,2006,4,333,9
13322,Corpse Party: Book of Shadows,2011,17,356,11
13323,428: Fuusa Sareta Shibuya de,2009,17,130,11
13324,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,2006,7,15,11
13325,Starry ? Sky: After Spring,2009,17,316,6
13326,Life is Strange,2016,15,17,11
13327,Need for Speed: ProStreet,2007,15,8,3
13328,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008,4,197,9
13329,Mechanic Escape,2012,6,59,2
13330,Pro Evolution Soccer 2016,2015,15,15,1
13331,Twilight Syndrome: Kinjiratera Toshi Densetsu,2008,4,130,11
13332,True Love Story 3,2001,7,155,8
13333,Little Battlers eXperience W,2012,23,38,4
13334,The Smurfs,1998,13,53,9
13335,Strike Force Bowling,2004,14,68,1
13336,Chessmaster,2002,9,6,6
13337,Blood Will Tell: Tezuka Osamu's Dororo,2004,7,9,11
13338,The Kore Gang,2010,1,458,2
13339,Red Ninja: End of Honor,2005,7,24,9
13340,Kanuchi: Shiroki Tsubasa no Shou,2008,7,Idea Factory,11
13341,Summer Athletics 2009,2009,5,459,1
13342,SX Superstar,2003,14,31,3
13343,Katekyoo Hitman Reborn! Battle Arena,2008,17,220,10
13344,Saint Seiya: The Hades,2006,7,26,10
13345,Saki Portable,2010,17,82,11
13346,Riding Stables: The Whitakers present Milton and Friends,2011,10,233,1
13347,Naruto Shippuuden: Shinobi Retsuden III,2009,4,197,9
13348,Metal Gear Solid: Digital Graphic Novel,2006,17,15,6
13349,Max & the Magic Marker,2011,1,54,2
13350,Outlaw Tennis,2005,14,64,1
13351,Free Running,2009,1,Reef Entertainment,1
13352,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013,6,26,8
13353,Barnyard,2006,1,29,9
13354,SPRay,2008,1,49,9
13355,No Rules: Get Phat,2001,9,73,9
13356,Battle Rage,2008,1,295,7
13357,Zombi Daisuki,2011,4,120,9
13358,Igor: The Game,2008,4,460,11
13359,LEGO Indiana Jones: The Original Adventures,2008,15,18,9
13360,Card Fight!! Vanguard G: Stride to Victory!!,2016,10,246,6
13361,Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu,2006,4,220,11
13362,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014,10,246,9
13363,Challenge Me: Maths Workout,2009,4,60,5
13364,The Invincible Iron Man,2002,9,5,9
13365,NASCAR 07,2006,14,8,3
13366,Refrain no Chika Meikyuu to Majo no Ryodan,2016,23,132,9
13367,Dance Dance Revolution Disney Mix,2000,13,15,8
13368,Maken Shao: Demon Sword,2001,7,162,9
13369,Playmobil Top Agents,2010,4,259,9
13370,The Monkey King: The Legend Begins,2007,1,201,7
13371,Super Robot Taisen OG Infinite Battle,2013,6,26,10
13372,Scaler,2004,14,64,2
13373,Attack of the Movies 3D,2010,5,35,7
13374,BeatMania IIDX 16: Empress + Premium Best,2009,7,15,8
13375,FIFA Soccer 2003 (weekly jp sales),2002,7,8,1
13376,Emergency Room: Real Life Rescues,2009,4,12,8
13377,High Heat Baseball 2002,2001,13,29,1
13378,Utawarerumono: Futari no Hakuoro,2016,11,316,6
13379,Puyo Pop Fever,2004,17,151,5
13380,The Sims 2: Pets,2006,15,8,8
13381,Hana to Ikimo no Rittai Zukan,2011,10,1,6
13382,Bloody Roar Extreme,2003,14,69,10
13383,Platinum Sudoku,2007,4,6,5
13384,Kamen Rider: Battride War Genesis,2016,6,26,9
13385,Tennis Masters Series 2003,2002,14,360,1
13386,The Sims Deluxe,2002,15,8,8
13387,Port Royale 2,2004,15,417,12
13388,Amagami,2014,23,278,11
13389,Duke Nukem Trilogy: Critical Mass,2011,4,42,7
13390,MLB SlugFest 20-04,2003,19,40,1
13391,Pocket Pool,2007,17,232,9
13392,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,2005,4,9,6
13393,Lise no Atelier: Ordre no Renkinjutsushi,2007,4,243,4
13394,Black & White,2001,15,8,12
13395,NCIS,2011,15,6,11
13396,The Cube,2012,1,137,9
13397,Company of Heroes: Tales of Valor,2009,15,29,12
13398,Myth Makers: Trixie in Toyland,2008,1,295,2
13399,NatGeo Challenge! Wild Life,2010,1,194,6
13400,Breath of Fire III,2005,17,13,4
13401,Torino 2006,2006,14,3,1
13402,Devil May Cry 4,2008,15,13,9
13403,Amnesia,2011,17,Idea Factory,11
13404,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006,4,1,6
13405,Fashion Week Jr. Designer,2009,4,12,8
13406,Jewel Quest Mysteries 2: Trail of the Midnight Heart,2011,4,54,5
13407,Sherlock Holmes: Secret of The Silver Earring,2010,1,81,11
13408,Metal Slug 4 & 5,2005,14,226,7
13409,Great Battle Full Blast,2012,17,26,9
13410,Guilty Gear XX Accent Core,2007,1,12,10
13411,Hitman (2016),2016,11,17,9
13412,World Poker Tour,2006,17,3,6
13413,Saint Seiya: Soldiers' Soul,2015,6,26,10
13414,7 Days to Die,2016,18,174,9
13415,Digimon Rumble Arena 2,2004,19,11,10
13416,Doki Doki! PreCure Narikiri Life!,2013,10,26,9
13417,Gravity Falls: Legend of the Gnome Gemulets,2015,10,6,9
13418,Watashi no Relaxuma,2007,4,138,8
13419,Phantom Kingdom Portable,2011,17,132,4
13420,Pac-Man World Rally,2006,17,26,3
13421,Way of the Samurai 2 Portable,2009,17,130,9
13422,Heroes of Might and Magic V,2006,15,6,12
13423,Mazes of Fate DS,2008,4,327,4
13424,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008,4,26,6
13425,Hellboy: The Science of Evil,2008,17,15,9
13426,Virtua Tennis 4,2011,15,9,1
13427,Mortimer Beckett and the Secrets of Spooky Manor,2008,1,191,5
13428,Farm Frenzy 3,2009,15,461,12
13429,Little Busters! Converted Edition,2010,17,434,11
13430,Unison: Rebels of Rhythm & Dance,2000,7,49,6
13431,Ferrari Challenge Trofeo Pirelli,2008,6,158,3
13432,WTF: Work Time Fun,2005,17,4,5
13433,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007,7,15,1
13434,Major League Baseball 2K12,2012,15,3,1
13435,Dark Half,1996,8,25,4
13436,System 3 presents Ferrari Challenge Trofeo Pirelli,2008,4,158,3
13437,Nitroplus Blasterz: Heroines Infinite Duel,2015,11,220,10
13438,Imperial Glory,2005,15,22,12
13439,Lionel Trains: On Track,2006,4,293,9
13440,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,2008,4,15,8
13441,Shukufuku no Campanella Portable,2010,17,153,11
13442,The Wolf Among Us,2011,5,174,11
13443,Sonic PC Collection,2009,15,9,6
13444,Horses 3D,2012,10,6,6
13445,Yourself Fitness,2005,7,375,1
13446,Chaos;Head - Love Chu*Chu!,2011,17,356,11
13447,Lost Planet 3,2013,15,13,7
13448,Paws & Claws: Regal Resort,2010,4,29,8
13449,Hannspree Ten Kate Honda: SBK Superbike World Championship,2007,17,194,3
13450,Star Trek: Shattered Universe,2004,14,64,8
13451,12Riven: The Psi-Climinal of Integral,2008,7,462,11
13452,Battle Spirits: Digital Starter,2010,4,26,4
13453,Rise of Nations,2003,15,2,12
13454,Deadliest Warrior: Ancient Combat,2012,5,463,10
13455,WarJetz,2001,7,29,7
13456,Breeding Stud 2,1998,13,15,1
13457,Banushi Life Game: Winner's Circle,2007,4,106,1
13458,Catwoman,2004,9,8,9
13459,Gakuen Hetalia Portable,2011,17,Idea Factory,11
13460,Gitaroo Man Lives!,2006,17,49,6
13461,Chibi Maruko-Chan DS: Maru-Chan no Machi,2009,4,26,5
13462,Capcom Fighting Evolution,2005,14,13,10
13463,XCOM 2,2016,11,3,12
13464,Company of Heroes: Opposing Fronts,2007,15,29,12
13465,Novastorm,1995,13,88,7
13466,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2012,17,130,4
13467,PopCap Arcade Vol 1,2007,5,208,5
13468,Dead Ball Zone,1998,13,14,1
13469,NBA in the Zone 2000,2000,12,15,1
13470,Men of War: Vietnam,2011,15,54,12
13471,NBA In The Zone '99,1998,12,15,1
13472,Winning Post World 2010,2010,6,49,1
13473,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,2010,4,26,9
13474,SWAT: Target Liberty,2007,17,24,7
13475,OutRun 2006: Coast 2 Coast,2006,17,9,3
13476,Haunted Casino,1996,24,464,11
13477,World Series Baseball,1994,24,9,1
13478,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,2012,23,15,9
13479,Aeon Flux,2005,7,29,9
13480,Chicken Blaster,2009,4,202,7
13481,Summer Challenge: Athletics Tournament,2011,6,148,1
13482,S.Y.K Renshouden Portable,2011,17,Idea Factory,11
13483,Metal Max Returns,1995,8,345,4
13484,Shattered Union,2005,14,3,12
13485,Off-Road Drive,2011,15,437,3
13486,Hanaoni: Yume no Tsudzuki,2012,17,Idea Factory,9
13487,Mat Hoffman's Pro BMX 2,2002,19,5,1
13488,Unchained Blades,2011,10,246,4
13489,Harley-Davidson: Road Trip,2010,1,154,3
13490,Gal*Gun,2011,5,82,7
13491,GoGo's Crazy Bones,2012,4,171,9
13492,MLB 2K12 / NBA 2K12 Combo Pack,2012,5,3,1
13493,Grand Theft Auto: Vice City,2003,15,3,9
13494,Ookami Kakushi,2009,17,15,9
13495,Zen-Nippon GT Senshuken,1995,8,58,3
13496,North American Hunting Extravaganza 2,2010,1,54,1
13497,City Builder,2010,1,465,6
13498,PD Ultraman Battle Collection 64,1999,12,26,12
13499,Monaco Grand Prix,1999,12,6,3
13500,Worms Armageddon,1999,12,53,12
13501,Rally Challenge 2000,1999,12,157,3
13502,Looney Tunes Duck Dodgers Starring: Daffy Duck,2000,12,53,2
13503,Superman: Countdown to Apokolips,2003,9,11,2
13504,Deadly Arts,1998,12,15,10
13505,Kikou Heidan J-Phoenix 2,2003,7,152,9
13506,Sengoku Musou 3 Z Special,2012,17,210,9
13507,Dragon's Lair 3D: Return to the Lair,2002,19,29,2
13508,Harukanaru Toki no Naka de 5,2011,17,49,4
13509,Meteos: Disney Magic,2007,4,32,5
13510,Worms 4: Mayhem,2005,14,36,12
13511,Resident Evil: Operation Raccoon City,2012,15,13,9
13512,Winning Post 7 2012,2012,17,210,1
13513,Samurai Warriors 2: Empires,2007,5,49,9
13514,Super Black Bass Fishing,2005,4,35,1
13515,Point Blank 2,1998,13,26,7
13516,Who Wants to Be a Millionaire: 3rd Edition,2010,4,6,6
13517,Test Drive: Ferrari Legends,2012,6,54,3
13518,Saru! Get You! Pipo Saru Senki,2009,17,4,4
13519,Infamous: First Light,2014,11,4,9
13520,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,2013,17,9,1
13521,Imabikisou,2007,6,9,11
13522,Logic Machines,2009,4,89,5
13523,One Piece: Burning Blood,2016,18,26,10
13524,Hakuouki: Reimeiroku Portable,2011,17,Idea Factory,11
13525,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008,7,9,7
13526,Antz Extreme Racing,2002,7,90,3
13527,Motto TOEIC Test DS Training,2008,4,141,6
13528,Super Robot Gakuen,2009,4,26,11
13529,Atelier Iris 3: Grand Phantasm (JP Sales),2006,7,49,4
13530,Terraria,2014,18,12,9
13531,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014,10,406,11
13532,Empire Earth III,2007,15,24,12
13533,Mike Tyson Boxing,2002,9,6,1
13534,Jojo's Fashion Show: Design in a Dash!,2009,4,6,8
13535,The Legend of Heroes: Trails in the Sky First Chapter,2012,6,254,4
13536,Go Diego Go!: Safari Rescue,2008,7,3,9
13537,Deal or No Deal: Special Edition,2010,4,75,6
13538,Clannad,2006,7,466,11
13539,Nobunaga's Ambition: Sphere of Influence,2014,11,49,12
13540,Fisherman's Challenge,2003,7,15,1
13541,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,2009,17,220,10
13542,Akko ni Omakase! Brain Shock,2006,4,94,6
13543,Mission: Impossible - Operation Surma,2003,9,11,2
13544,Guild Wars Trilogy,2005,15,44,4
13545,Patrician IV,2010,15,200,12
13546,Deadliest Warrior: Ancient Combat,2012,6,463,10
13547,King of Fighters: Maximum Impact Regulation A,2007,7,226,10
13548,Who Wants to be a Millionaire: 1st Edition,2007,4,6,6
13549,Star Ocean 5: Integrity and Faithlessness,2016,6,17,4
13550,Date A Live: Rine Utopia,2013,6,266,11
13551,CSI: Fatal Conspiracy,2010,15,6,11
13552,Durarara!! 3way Standoff: Alley,2011,17,153,11
13553,Surf's Up,2007,6,6,1
13554,Fritz Chess,2009,6,42,12
13555,The Da Vinci Code,2006,14,3,9
13556,Famicom Mini: Clu Clu Land,2004,9,1,5
13557,Astro Boy: The Video Game,2009,17,59,9
13558,Metal Slug XX,2009,17,334,7
13559,Sacred Blaze,2009,7,386,12
13560,Rollin' Rascals,2009,4,71,5
13561,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,2007,4,26,6
13562,Thoroughbred Breeder II Plus,1995,13,234,8
13563,Pure Pinball,2004,14,165,6
13564,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,2011,17,Idea Factory,11
13565,Zac to Ombra: Maboroshi no Yuuenchi,2010,4,15,11
13566,Resident Evil: Revelations,2013,15,13,9
13567,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010,1,26,10
13568,Shadow of the Colossus,2011,6,4,9
13569,Phantom Breaker,2011,5,356,10
13570,Gummy Bears Mini Golf,2010,1,54,1
13571,Brothers In Arms DS,2007,4,6,7
13572,Valhalla Knights 2: Battle Stance,2009,17,220,4
13573,99 no Namida,2008,4,26,11
13574,Clannad,2008,17,434,11
13575,Cyber Troopers Virtual-On Marz,2003,7,9,10
13576,Headhunter: Redemption,2004,7,9,9
13577,Ookami to Koushinryou: Boku to Horo no Ichinen,2008,4,429,11
13578,Bomberman: Act Zero,2006,5,15,5
13579,Stuntman,2003,9,11,3
13580,Time Travelers,2012,10,54,11
13581,Burnout Paradise: The Ultimate Box,2009,5,8,3
13582,The Chase: Felix Meets Felicity,2009,4,11,9
13583,Stoked: Big Air Edition,2009,5,26,1
13584,Syndicate Wars,1997,13,8,12
13585,Castlevania: Lords of Shadow 2,2014,15,15,9
13586,Draglade (JP sales),2007,4,12,10
13587,Herc's Adventures,1997,13,19,9
13588,Tiger Woods PGA Tour Golf,2002,9,6,1
13589,Twin Strike: Operation Thunder,2008,1,75,7
13590,BlazBlue: Chrono Phantasma Extend,2015,6,148,9
13591,All Points Bulletin,2010,15,8,4
13592,Romance of the Three Kingdoms 13,2015,6,49,9
13593,The Movies,2005,15,5,8
13594,SuperCar Challenge,2009,6,158,3
13595,Dreamfall: The Longest Journey,2006,14,90,11
13596,The Sims 4: Spa Day,2015,15,8,8
13597,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995,24,467,6
13598,Yuki Yuna is a Hero: Memory of the Forest,2015,23,246,9
13599,JASF: Jane's Advanced Strike Fighters,2011,15,42,8
13600,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,2005,4,26,6
13601,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010,17,132,11
13602,Zatch Bell! Mamodo Fury,2005,19,26,10
13603,Dora's Big Birthday Adventure,2010,7,3,6
13604,PopStar Guitar,2008,7,165,6
13605,Haikyu!! Cross Team Match!,2016,10,26,11
13606,NHL Blades of Steel 2000,1999,13,15,1
13607,Outlaw Volleyball Remixed,2004,7,64,1
13608,The Adventures of Darwin,2006,7,287,12
13609,Scarface: The World is Yours,2006,15,24,9
13610,Blood Bowl,2009,15,81,1
13611,FIFA World Cup Germany 2006,2006,4,8,1
13612,Supreme Commander: Forged Alliance,2007,15,29,12
13613,Klonoa Heroes: Densetsu no Star Medal,2002,9,26,4
13614,Hyperdimension Neptunia Victory II,2015,11,285,4
13615,Pajama Sam: You are What You Eat From Your Head to Your Feet,2001,13,53,11
13616,Sid Meier's Railroads!,2006,15,3,8
13617,Jig-A-Pix: Pets,2009,4,202,5
13618,Brothers: A Tale of Two Sons,2015,18,12,11
13619,Warhammer: Dark Omen,1998,13,8,12
13620,Mobile Suit Gundam: Mokuba no Kiseki,2012,17,26,9
13621,Denki Blocks!,2001,9,115,5
13622,A Ressha de Ikou DS,2009,4,241,8
13623,Harukanaru Toki no Naka de 4: Aizouban,2010,17,49,4
13624,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,2015,23,468,4
13625,Colin McRae Rally 3,2002,14,36,3
13626,Ballistic,1999,13,11,5
13627,Paddington: Adventures in London,2015,10,102,5
13628,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,23,49,6
13629,Caesar IV,2006,15,24,12
13630,Song of the Deep,2016,18,416,9
13631,I'm A Celebrity: Get Me Out of Here!,2009,4,52,6
13632,Gundam Battle Online,2001,22,26,9
13633,Harry Potter and the Order of the Phoenix,2007,15,8,9
13634,Shonen Jump's One Piece: Grand Adventure,2006,19,26,10
13635,Holly Hobbie & Friends,2007,4,35,6
13636,Kevin Van Dam: Big Bass Challenge,2010,1,75,1
13637,Stolen,2005,7,318,9
13638,Monster High: New Ghoul in School,2015,5,231,9
13639,Glacier2,2009,1,75,3
13640,Rugby Challenge 3,2016,11,391,1
13641,Memories Off 6: T-Wave,2008,7,356,11
13642,Superstars V8 Racing,2009,6,194,3
13643,Halo: Combat Evolved,2003,15,2,7
13644,Hatsune Miku: Project Diva X,2016,11,9,6
13645,Bullet Girls 2,2016,23,59,9
13646,Famicom Remix Best Choice,2015,10,1,9
13647,Pro Race Driver,2003,14,36,3
13648,Sleepover Party,2009,1,6,6
13649,100 Classic Games,2011,4,142,6
13650,Ide Yosuke no Mahjong Kazoku,1995,13,260,6
13651,Richard Burns Rally,2004,15,112,3
13652,WRC: FIA World Rally Championship,2005,17,4,3
13653,Quiz Mobile Gundam: Toi Senshi DX,2006,17,26,5
13654,R-Type Command (correct US sales),2007,17,71,12
13655,E.T. The Extra-Terrestrial: Interplanetary Mission,2001,13,6,2
13656,Story Hour: Fairy Tales,2008,1,87,11
13657,Dynasty Warriors Vol. 2 (JP sales),2006,17,49,9
13658,Countdown Vampires,1999,13,26,11
13659,Crypt Killer,1997,13,15,7
13660,Tokumei Sentai Go-Busters,2012,4,26,9
13661,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002,7,25,1
13662,The Treasures of Montezuma,2010,4,275,5
13663,Saints Row 2,2009,15,29,9
13664,Harry Potter and the Prisoner of Azkaban,2004,15,8,9
13665,Battle Hunter,1999,13,162,12
13666,PO'ed,1996,13,346,7
13667,Heathcliff! Frantic Foto,2010,4,216,6
13668,Adidas Power Soccer,1996,13,88,1
13669,LEGO Jurassic World,2015,15,20,9
13670,Secret Files 2: Puritas Cordis,2009,15,42,11
13671,Darklight Conflict,1997,13,8,8
13672,Dragon Ball: Advanced Adventure,2004,9,26,9
13673,Art of Fighting 3: The Path of the Warrior,1996,27,244,10
13674,Rabbids Land,2012,20,6,6
13675,Civilization Beyond Earth: Rising Tide,2015,15,3,12
13676,The Ripping Friends,2002,9,29,9
13677,Rodea the Sky Soldier,2015,10,132,9
13678,Konami Arcade Classics,1999,13,15,6
13679,Hunter x Hunter: Wonder Adventure,2012,17,26,9
13680,Super Army War,2005,9,458,9
13681,Ao no Exorcist: Genkoku no Labyrinth,2012,17,26,9
13682,Don Bradman Cricket 14,2015,18,Tru Blu Entertainment,1
13683,Echo Night Beyond,2004,7,237,11
13684,Minna no Chizu,2006,17,469,6
13685,Doom II: Hell on Earth,2002,9,5,7
13686,Taikou Risshiden V,2009,17,49,12
13687,Shin Hayarigami,2014,6,132,11
13688,Jikkyou Powerful Major League,2006,19,15,1
13689,Train Simulator 2016,2015,15,54,8
13690,Corpse Party: Blood Covered - Repeated Fear,2015,10,356,11
13691,Suzumiya Haruhi no Tsuisou,2011,17,26,11
13692,Zoo Hospital,2007,4,22,8
13693,Evolution Skateboarding,2002,19,15,1
13694,Greg Hastings' Tournament Paintball Max'd,2006,4,5,7
13695,The Idolm@ster: Must Songs - Red Board / Blue Board,2015,23,26,6
13696,Jikkyou World Soccer 2002,2002,7,15,1
13697,Tenshou Gakuen Gekkouroku,2006,7,370,11
13698,Ski-Doo Snowmobile Challenge,2009,5,352,3
13699,Aquanaut's Holiday: Kakusareta Kiroku,2008,6,4,11
13700,Real Soccer 2008,2007,4,6,1
13701,Little Red Riding Hood's Zombie BBQ,2008,4,154,7
13702,Texas Hold 'Em Poker DS,2005,4,35,6
13703,DuckTales: Remastered,2013,5,13,9
13704,APB Reloaded,2011,15,470,4
13705,Railroad Tycoon 3,2003,15,214,12
13706,Magical Starsign (JP sales),2006,4,1,4
13707,Big Mutha Truckers,2005,9,87,3
13708,DT Carnage,2009,17,95,3
13709,Resident Evil 6,2016,18,13,7
13710,Teenage Zombies: Invasion of the Alien Brain Thingys,2008,4,151,11
13711,Ar Nosurge: Ode to an Unborn Star,2014,23,49,4
13712,Warriors Orochi 3,2014,18,49,9
13713,Monster High: New Ghoul in School,2015,10,231,9
13714,Ragnarok Odyssey,2014,6,67,4
13715,Rugby 08,2007,7,8,1
13716,GoPets: Vacation Island,2008,4,15,8
13717,Pia Carrot e Youkoso!! 2.5,2008,22,245,11
13718,Cy Girls,2004,7,15,9
13719,The Sum of All Fears,2002,9,6,7
13720,Da Capo I & II Plus Situation Portable,2010,17,153,11
13721,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010,4,59,6
13722,Bubble Bobble Double Shot,2007,4,71,5
13723,Minority Report: Everybody Runs,2002,9,5,9
13724,Monster Hunter Frontier Online: Season 9.0,2010,5,13,4
13725,Winning Post 8,2014,23,49,3
13726,C.O.R.E.,2009,4,327,7
13727,Garfield: The Search for Pooky,2003,9,103,2
13728,Rugby World Cup 2015,2015,23,6,1
13729,Galaxy Fight,1994,24,242,10
13730,Chaos Wars,2006,7,Idea Factory,12
13731,Steambot Chronicles,2005,7,12,4
13732,Toki no Kizuna: Sekigahara Kitan,2012,17,Idea Factory,9
13733,Mr. Driller,1999,13,26,5
13734,Norn9: Norn + Nonette,2013,17,Idea Factory,11
13735,Super Hero Generation,2014,23,26,4
